recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason,booking_id,customer_id,cancellation_probability_pct,intervention_type,recommended_action,business_objective,customer_segment,route_name,source,destination,booking_count,seats_booked,total_revenue,forecast_demand,average_forecast_demand,priority_score
Win-back Campaign,Customer,CUST04591,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST04594,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04595,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04596,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04598,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04599,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST04600,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04602,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04605,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04611,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04613,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST04615,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST04616,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST04620,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04621,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04622,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04623,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04625,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04627,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04629,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04630,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04631,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST04632,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04633,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04635,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04638,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04639,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST04640,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST04641,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04644,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04647,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04648,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04650,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04653,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST04655,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST04657,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04658,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04659,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04661,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04662,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST04664,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04666,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04671,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Rewards,Customer,CUST04672,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Campaign,Customer,CUST04673,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST04674,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST04678,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST04681,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Rewards,Customer,CUST04682,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Loyalty Rewards,Customer,CUST04685,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04686,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04687,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Rewards,Customer,CUST04688,HIGH,,,"Offer loyalty rewards, premium benefits and referral incentives.",High-value customers are likely to respond well to retention programs.,,,,,,,Champions,,,,,,,,,3
Win-back Campaign,Customer,CUST04691,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Win-back Campaign,Customer,CUST04692,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04694,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04695,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04696,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04702,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04703,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST04705,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST04706,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04708,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Win-back Campaign,Customer,CUST04710,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04711,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04719,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Loyalty Campaign,Customer,CUST04721,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04722,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST04723,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
Loyalty Campaign,Customer,CUST04726,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04727,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Loyal Customers,,,,,,,,,3
Loyalty Campaign,Customer,CUST04728,HIGH,,,"Provide loyalty points, member benefits and personalized offers.",Repeated booking behavior indicates strong customer engagement.,,,,,,,Potential Loyalists,,,,,,,,,3
Win-back Campaign,Customer,CUST04729,HIGH,,,Launch a personalized win-back campaign with a targeted discount.,Customer activity indicates potential churn risk.,,,,,,,At Risk,,,,,,,,,3
