recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5439941270579615,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5059195172204641,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03859,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03864,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03868,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4540527273892083,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5117605013190505,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5281343091796614,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4541880671782735,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4587339678092965,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.496615160264914,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01524,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01527,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01530,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01534,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01502,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03855,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03824,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01547,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5050486252441394,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5231754016818027,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5155163673917356,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5171784700218248,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5114271018654388,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4815935280603483,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4668441551853799,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.471388251176457,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4945488351711084,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5144985970332105,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4998819711193876,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5349696697941054,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5159054783915711,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01560,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01562,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01566,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01567,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01536,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01537,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01540,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST03872,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST03845,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03847,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03848,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03849,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03850,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03851,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03852,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03854,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03810,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03811,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03813,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03814,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4778114909374937,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4953078872730394,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01568,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01573,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01575,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01576,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01582,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01552,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01553,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01555,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01556,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01558,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5122262148002551,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5151668298814903,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4787917136285439,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4895295540551811,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4866892456097494,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5050915342042417,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4718946323210887,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.506286899314037,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5096403021704514,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5225521912542745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5081329915600786,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4521879313022403,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5279415406178953,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03832,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03835,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03837,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4937896345321294,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4847188389949868,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4875661351812484,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
